id,name,survey_year,faculty,department,levell,programme_id,programme,discipline,discipline_group_category,discipline_group_id,discipline_group,intake,admission_criterion,duration_year,duration_month,type,system
131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",2015,School of Humanities & Social Sciences,School of Humanities & Social Sciences,Certificate,76,Certificate-Certificate,Yog Vigyan,Oriental Learning,80,Oriental Learning,NA,NA,0,9,General,Semester
131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",2015,School of Humanities & Social Sciences,School of Humanities & Social Sciences,Certificate,76,Certificate-Certificate,Aanaganwadi Karyakarta,Home Science,38,Home Science,NA,NA,0,9,General,Semester
131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",2015,School of Computer Science,School of Computer Science,PG Diploma,155,PG Diploma-Post Graduate Diploma,Computer Application,IT & Computer,95,Computer Science,NA,NA,1,0,General,Annual
131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",2015,School of Computer Science,School of Computer Science,Certificate,76,Certificate-Certificate,Personal Computer Software,IT & Computer,183,Computer Application,NA,NA,0,9,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Social Sciences,Social Science,Post Graduate,124,M.A.-Master of Arts,Political Science,Social Science,112,Political Science,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Social Sciences,Social Science,Post Graduate,124,M.A.-Master of Arts,Public Administration,Social Science,114,Public Administration,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Social Sciences,Social Science,Post Graduate,124,M.A.-Master of Arts,M.A. In Human Values,Social Science,116,Other Social Science,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Social Sciences,Social Science,Post Graduate,124,M.A.-Master of Arts,History,Social Science,111,History,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Professional Studies,Professional Studies,Post Graduate,124,M.A.-Master of Arts,Social Work,Social Science,116,Other Social Science,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Professional Studies,Professional Studies,Post Graduate,102,M.Lib.Sc. -Master of Library Science,MLIS,Library & Information Science,53,Library & Information Science,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Professional Studies,Professional Studies,Post Graduate,93,M.Com.-Master of Commerce,Commerce,Commerce,9,Commerce,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Post Graduate,124,M.A.-Master of Arts,Bengali,Indian Language,40,Bengali,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,PG Diploma,155,PG Diploma-Post Graduate Diploma,PGDELT,Foreign Language,31,English,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Certificate,76,Certificate-Certificate,English for Communication,Foreign Language,31,English,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,PG Diploma,155,PG Diploma-Post Graduate Diploma,Journalism & Mass Communication (JMC),Journalism & Mass Communication,51,Journalism & Mass Communication,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Under Graduate,12,B.Com.-Bachelor of Commerce,Commerce,Commerce,9,Commerce,0,Direct Admission,3,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,PG Diploma In Needle Work and Knitting,Fashion Technology,27,Fashion Technology,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Certificate,76,Certificate-Certificate,Human Rights,Cultural Studies,179,Cultural Studies,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Education,Education,Under Graduate,17,B.Ed.-Bachelor of Education,Special B.Ed. (SEDE),Education,12,Education,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Education,Education,Post Graduate,124,M.A.-Master of Arts,Education,Education,12,Education,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Sciences,Science,Under Graduate,30,B.Sc.-Bachelor of Science,Science,Science,171,Science,0,Direct Admission,3,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Sciences,Science,Post Graduate,111,M.Sc.-Master of Science,Zoology,Science,106,Zoology,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Sciences,Science,Post Graduate,111,M.Sc.-Master of Science,Mathematics,Science,174,Mathematics,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Sciences,Science,Post Graduate,111,M.Sc.-Master of Science,Geography,Social Science,110,Geography,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,Hospital Front Office Management,Management,136,Hospital Administration,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Certificate,76,Certificate-Certificate,Tailoring And Dress Designing,Design,180,Design,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Post Graduate,124,M.A.-Master of Arts,Values Ethics & Indian Culture,Cultural Studies,179,Cultural Studies,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,PG Diploma In Physician Assistant,Medical Science,78,Other Medical Science,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,2 Years Advance Diploma In Tailoring and Dress Designing,Design,180,Design,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Diploma In Nature Therapy Course,Area Studies,8,Area Studies,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Advanced Course In Tailoring and Dress Designing,Design,180,Design,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Diploma In Travel and Tourisim,Management,59,Tourism Management,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,EDSBM,Management,55,Business Management,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,PG Diploma In Psychological Counselling,Medical Science,163,Physiology,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Diploma In Pre-Primary Teachers Training,Education,12,Education,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,PG Diploma In Cardiovascular Sonography,Medical Science,65,Cardiology,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,PG Diploma,155,PG Diploma-Post Graduate Diploma,PG Diploma In Taxation,Commerce,9,Commerce,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Diploma In Sports and Competitive Yoga,Physical Education,83,Yoga,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Vocational Studies,Vocational,Diploma,82,Diploma-Diploma,Medical Laboratory Technology,Medical Science,153,Lab Medicine,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Under Graduate,20,B.Lib.Sc.-Bachelor of Library Science,BLIS,Library & Information Science,53,Library & Information Science,0,Direct Admission,1,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Post Graduate,124,M.A.-Master of Arts,PGELT,Foreign Language,31,English,0,Direct Admission,2,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Under Graduate,6,B.A.-Bachelor of Arts,Arts,Arts,178,Arts,0,Direct Admission,3,0,General,Semester
578,"Netaji Subhash Open University, Kolkata",2015,School of Humanities,Humanities,Post Graduate,124,M.A.-Master of Arts,English,Foreign Language,31,English,0,Direct Admission,2,0,General,Semester
215,"Bangalore University, Bangalore",2015,Faculty of Commerce,Department of Commerce,Post Graduate,93,M.Com.-Master of Commerce,Commerce,Commerce,9,Commerce,227,University level Examination,2,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Commerce,Department of Commerce,Under Graduate,12,B.Com.-Bachelor of Commerce,Commerce,Commerce,9,Commerce,102,University level Examination,3,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Commerce,Department of Commerce,Under Graduate,44,B.B.M.-Bachelor of Business Management,Commerce,Management,55,Business Management,34,University level Examination,3,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Arts,Department of History,Under Graduate,6,B.A.-Bachelor of Arts,Arts,Arts,178,Arts,375,University level Examination,3,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Arts,Department of History,Post Graduate,124,M.A.-Master of Arts,Arts,Social Science,111,History,347,University level Examination,2,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Science,Department of Computer Science,PG Diploma,155,PG Diploma-Post Graduate Diploma,Science,Science,107,Other Science,42,University level Examination,1,0,General,Annual
215,"Bangalore University, Bangalore",2015,Faculty of Science,Department of Mathematics,Post Graduate,111,M.Sc.-Master of Science,Science,Science,174,Mathematics,39,University level Examination,2,0,General,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,EEP,Arts,178,Arts,3,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,TPP,Arts,178,Arts,4,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,EPS,Arts,178,Arts,3,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,126,M.B.A.- Master of Business Administration,Management,Management,133,Business Administration,211,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Botony,Science,93,Botany,28,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,20,B.Lib.Sc.-Bachelor of Library Science,Library,Library & Information Science,53,Library & Information Science,234,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,SPP,Arts,178,Arts,182,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,30,B.Sc.-Bachelor of Science,MPC,Science,171,Science,137,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,THS,Arts,178,Arts,3,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,English,Foreign Language,31,English,235,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,HEP,Arts,178,Arts,131,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Psychology,Social Science,113,Psychology,60,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Public Administration,Social Science,114,Public Administration,21,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,MES,Arts,178,Arts,1,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Physics,Science,104,Physics,48,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,30,B.Sc.-Bachelor of Science,BZC,Science,171,Science,55,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,141,M.L.I.Sc.-Master of Library & Information Science,Library Science,Library & Information Science,53,Library & Information Science,65,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,EHP,Arts,178,Arts,5,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,PG Diploma,155,PG Diploma-Post Graduate Diploma,PGDCA,IT & Computer,95,Computer Science,5,Direct Admission,1,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Kannada,Indian Language,42,Kannada,3,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,History,Social Science,111,History,32,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,12,B.Com.-Bachelor of Commerce,General,Commerce,9,Commerce,204,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,44,B.B.M.-Bachelor of Business Management,Management,Management,55,Business Management,5,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Telugu,Indian Language,48,Telugu,316,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,HSP,Arts,178,Arts,11,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,THP,Arts,178,Arts,20,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Economics,Social Science,109,Economics,41,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Hindi,Indian Language,41,Hindi,32,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Chemistry,Science,94,Chemistry,53,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Sociology,Social Science,115,Sociology,57,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,12,B.Com.-Bachelor of Commerce,Computers,Commerce,9,Commerce,110,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,EPP,Arts,178,Arts,4,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,HPP,Arts,178,Arts,52,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Mathematics,Science,174,Mathematics,209,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,6,B.A.-Bachelor of Arts,HES,Arts,178,Arts,1,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,111,M.Sc.-Master of Science,Zoology,Science,106,Zoology,29,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Political Science,Social Science,112,Political Science,57,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,93,M.Com.-Master of Commerce,Commerce,Commerce,9,Commerce,102,Direct Admission,2,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,Computers,IT & Computer,183,Computer Application,1,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Under Graduate,30,B.Sc.-Bachelor of Science,Science,IT & Computer,95,Computer Science,46,Direct Admission,3,0,Self Financing,Annual
10,"Dravidian University, Kuppam, Chittoor District",2015,SCHOOL OF DISTANCE EDUCATION,DISTANCE EDUCATION,Post Graduate,124,M.A.-Master of Arts,Social work,Social Science,116,Other Social Science,63,Direct Admission,2,0,Self Financing,Annual
576,"Kalyani University, Kalyani",2015,Faculty of Arts & Commerce,Department of History,Post Graduate,124,M.A.-Master of Arts,History,Social Science,111,History,2900,Direct Admission,2,0,Self Financing,Annual
576,"Kalyani University, Kalyani",2015,Faculty of Arts & Commerce,Department of Bengali,Post Graduate,124,M.A.-Master of Arts,Bengali,Indian Language,40,Bengali,4411,Direct Admission,2,0,Self Financing,Annual
